text,label
[2026-11-07 12:38:45] WARN web-prod-01 data exfiltration confirmed size=3929MB dst_ip=64.62.233.35 action=connection_terminated,2
[2026-06-12 19:38:27] NOTICE auth-svc unusual login time user=dbadmin hour=4 src_ip=10.0.7.43,1
[2026-12-02 04:04:06] DEBUG web-prod-01 user=jsmith action=file_access path=/etc/shadow status=denied src_ip=10.0.10.104,1
[2026-02-05 10:14:32] INFO mail-relay malware signature detected file=/tmp/x700.exe action=quarantined,2
[2026-04-12 19:56:40] NOTICE backup-host user=svc_monitor action=sudo command=disable_firewall status=success src_ip=125.246.109.222,1
[2026-01-01 18:37:10] DEBUG vpn-gw01 privilege escalation succeeded user=dbadmin from=user to=root method=exploit action=session_terminated,2
[2026-04-23 00:24:25] WARN backup-host DDoS traffic pattern requests_per_sec=19000 src_ips=808 action=mitigated,2
[2026-03-15 05:14:04] DEBUG vpn-gw01 user=root action=sudo command=systemctl_restart status=success,0
[2026-05-03 20:50:28] NOTICE mail-relay user=dbadmin action=sudo command=disable_firewall status=success src_ip=193.121.85.105,2
[2026-11-08 14:35:37] INFO auth-svc brute force detected user=jsmith attempts=76 src_ip=122.86.43.73 action=blocked,2
[2026-03-11 19:20:10] NOTICE backup-host user=analyst01 action=sudo command=systemctl_restart status=success,0
[2026-10-12 04:49:06] INFO db-prod-02 user=deploy_bot action=login status=failed attempt=1 src_ip=10.0.11.43 reason=typo,0
[2026-01-26 18:19:41] DEBUG mail-relay multiple failed sudo attempts user=webapp count=5,1
[2026-11-03 21:40:34] DEBUG vpn-gw01 user=operator action=file_upload path=/shared/docs status=success size=37KB,0
[2026-01-11 19:20:10] DEBUG dns-primary data exfiltration confirmed size=10969MB dst_ip=62.40.43.188 action=connection_terminated,2
[2026-10-09 19:36:39] WARN backup-host user=root logged in from usual location src_ip=10.0.7.116 hour=18,1
[2026-10-25 00:33:13] WARN vpn-gw01 scheduled backup job completed duration=205s,0
[2026-10-10 05:04:52] INFO vpn-gw01 user=guest action=sudo command=systemctl_restart status=success,0
[2026-08-20 15:03:22] INFO backup-host user=mchen action=login status=success src_ip=10.0.10.28 attempt=1,0
[2026-11-16 13:43:31] NOTICE mail-relay user=mchen action=sudo command=systemctl_restart status=success,0
[2026-01-04 19:46:02] NOTICE auth-svc user=analyst01 action=sudo command=view_passwd_file status=denied,1
[2026-11-13 20:33:08] ALERT web-prod-01 multiple failed sudo attempts user=operator count=4,1
[2026-02-15 01:52:24] ALERT app-node-07 user=svc_backup action=file_access path=/etc/shadow status=denied src_ip=10.0.2.99,1
[2026-04-21 09:51:49] ALERT file-server-03 ransomware signature matched files_changed=3542 host_isolated=true,2
[2026-04-06 16:55:32] INFO backup-host connection src=3.57.38.242 dst_port=31337 flagged=uncommon_port status=allowed,1
[2026-02-09 19:58:45] DEBUG app-node-07 credential dump detected file=/tmp/hashes.txt user=admin action=incident_created,2
[2026-12-28 03:05:30] DEBUG mail-relay connection src=169.243.84.68 dst_port=8888 flagged=uncommon_port status=allowed,1
[2026-01-17 04:56:19] INFO vpn-gw01 user=root logged in from usual location src_ip=10.0.17.109 hour=13,2
[2026-05-16 09:12:51] NOTICE auth-svc multiple failed sudo attempts user=jsmith count=3,2
[2026-10-14 05:23:54] ALERT api-gateway connection src=155.107.175.53 dst_port=9001 flagged=uncommon_port status=allowed,1
[2026-03-02 13:44:16] DEBUG app-node-07 user=deploy_bot action=file_upload path=/shared/docs status=success size=698KB src_ip=201.242.208.49,1
[2026-02-24 16:08:46] INFO backup-host user=jsmith action=password_change status=success src_ip=10.0.11.156,0
[2026-05-25 17:31:38] NOTICE dns-primary user=svc_monitor action=login status=failed attempt=4 src_ip=218.37.233.107,1
[2026-08-03 01:18:01] ALERT vpn-gw01 user=jsmith action=file_read path=/reports/q1.pdf status=success,0
[2026-07-24 14:57:24] ALERT auth-svc user=mchen action=password_change status=success src_ip=10.0.6.173,0
[2026-12-08 21:58:00] NOTICE backup-host known C2 beacon src=201.232.146.109 dst_port=6667 action=blocked,2
[2026-04-28 21:08:26] NOTICE web-prod-01 ransomware signature matched files_changed=160 host_isolated=true,2
[2026-04-23 05:08:53] INFO backup-host credential dump detected file=/tmp/hashes.txt user=jsmith action=incident_created,2
[2026-05-08 10:49:37] DEBUG web-prod-01 user=admin action=sudo command=disable_firewall status=success src_ip=11.157.186.231,2
[2026-02-16 22:34:43] DEBUG vpn-gw01 user=mchen action=sudo command=systemctl_restart status=success,0
[2026-04-24 15:21:14] NOTICE file-server-03 user=analyst01 action=file_access path=/etc/shadow status=denied src_ip=10.0.2.220,1
[2026-06-01 04:59:54] INFO web-prod-01 login from new geolocation user=admin src_ip=169.243.84.68 status=success,1
[2026-12-06 20:43:27] DEBUG mail-relay user=admin logged in from usual location src_ip=10.0.2.99 hour=18,0
[2026-03-06 09:00:16] WARN auth-svc known C2 beacon src=67.104.160.62 dst_port=1337 action=blocked,2
[2026-11-25 20:24:03] ALERT dns-primary user=admin action=login status=success src_ip=10.0.6.247 attempt=1,0
[2026-11-07 13:17:52] ALERT auth-svc scheduled backup job completed duration=292s,0
[2026-07-04 08:36:32] NOTICE auth-svc user=svc_monitor action=file_upload path=/shared/docs status=success size=109KB,0
[2026-09-08 03:29:06] WARN db-prod-02 vpn session started user=admin src_ip=10.0.7.37 duration=455m,0
[2026-06-25 00:42:54] INFO mail-relay unauthorized admin account created user=backdoor_250 src_ip=176.135.250.65 action=account_disabled,2
[2026-02-21 09:28:01] NOTICE backup-host login from new geolocation user=deploy_bot src_ip=169.98.204.85 status=success,1
[2026-03-06 00:04:16] DEBUG api-gateway user=root action=login status=failed attempt=112 src_ip=125.246.109.222 action_taken=ip_banned,2
[2026-09-28 05:06:05] NOTICE web-prod-01 larger than usual outbound transfer user=svc_backup size=1076MB dst_ip=169.98.204.85,1
[2026-09-17 23:16:10] ALERT auth-svc package update applied version=5.3.0 status=success,0
[2026-09-16 12:58:41] DEBUG auth-svc unusual login time user=admin hour=23 src_ip=10.0.17.52,1
[2026-01-03 01:08:28] WARN vpn-gw01 port scan pattern src_ip=36.252.46.194 ports_probed=8,1
[2026-04-13 14:15:47] INFO api-gateway vpn session started user=mchen src_ip=10.0.19.164 duration=424m,0
[2026-08-26 00:59:51] ALERT mail-relay repeated password reset requests user=svc_backup count=6 window=10m,1
[2026-07-19 05:59:53] ALERT vpn-gw01 user=svc_monitor action=password_change status=success src_ip=10.0.17.24,0
[2026-06-10 07:41:05] INFO mail-relay user=deploy_bot action=file_read path=/reports/q3.pdf status=success,0
[2026-02-17 11:52:33] DEBUG backup-host user=admin action=sudo command=disable_firewall status=success src_ip=41.216.32.99,2
[2026-01-02 06:19:24] DEBUG app-node-07 credential dump detected file=/tmp/hashes.txt user=jsmith action=incident_created,2
[2026-12-04 22:15:10] DEBUG web-prod-01 user=jsmith action=sudo command=view_passwd_file status=denied,1
[2026-11-13 12:37:12] DEBUG web-prod-01 package update applied version=2.2.8 status=success,0
[2026-11-11 10:52:15] ALERT app-node-07 package update applied version=7.19.0 status=success,0
[2026-12-16 19:40:29] NOTICE auth-svc user=mchen action=login status=failed attempt=4 src_ip=162.99.196.127,1
[2026-05-04 03:04:23] DEBUG file-server-03 user=admin action=login status=failed attempt=1 src_ip=10.0.18.73 reason=typo,0
[2026-12-12 18:01:45] ALERT backup-host vpn session started user=operator src_ip=10.0.7.131 duration=318m,0
[2026-07-03 06:33:08] NOTICE dns-primary user=mchen action=sudo command=disable_firewall status=success src_ip=150.204.185.57,2
[2026-06-17 16:44:44] DEBUG db-prod-02 user=webapp action=file_upload path=/shared/docs status=success size=348KB,0
[2026-12-25 14:18:40] WARN db-prod-02 user=svc_backup action=logout session_duration=1721s,2
[2026-11-13 00:44:38] ALERT file-server-03 repeated password reset requests user=webapp count=5 window=10m,1
[2026-08-24 04:47:33] ALERT mail-relay user=webapp action=file_read path=/reports/q3.pdf status=success,0
[2026-04-22 05:21:08] DEBUG auth-svc user=deploy_bot action=sudo command=disable_firewall status=success src_ip=54.220.164.120,2
[2026-01-20 10:14:32] ALERT file-server-03 brute force detected user=mchen attempts=88 src_ip=172.191.224.231 action=blocked,2
[2026-09-11 10:01:31] DEBUG backup-host login from new geolocation user=webapp src_ip=193.120.158.58 status=success,1
[2026-12-06 11:18:13] INFO dns-primary user=root action=file_upload path=/shared/docs status=success size=812KB src_ip=114.226.109.131,1
[2026-08-13 00:47:54] ALERT file-server-03 unauthorized admin account created user=backdoor_968 src_ip=68.71.126.191 action=account_disabled,2
[2026-10-21 19:58:38] DEBUG app-node-07 package update applied version=7.6.6 status=success,0
[2026-06-02 22:06:42] DEBUG db-prod-02 user=mchen action=password_change status=success src_ip=10.0.17.58,0
[2026-08-01 03:25:37] WARN vpn-gw01 connection src=8.59.133.46 dst_port=6667 flagged=uncommon_port status=allowed,1
[2026-02-01 02:29:22] DEBUG web-prod-01 data exfiltration confirmed size=2288MB dst_ip=218.63.153.130 action=connection_terminated,2
[2026-12-14 05:08:24] DEBUG api-gateway connection established src=10.0.11.149 dst_port=5432 protocol=TCP,0
[2026-06-17 10:49:47] NOTICE app-node-07 port scan pattern src_ip=109.93.142.119 ports_probed=9,1
[2026-03-26 20:20:22] DEBUG web-prod-01 user=guest action=login status=failed attempt=220 src_ip=218.37.233.107 action_taken=ip_banned,2
[2026-02-08 05:20:46] NOTICE backup-host unusual login time user=mchen hour=1 src_ip=10.0.7.43,1
[2026-05-07 10:03:09] WARN dns-primary user=dbadmin action=login status=failed attempt=2 src_ip=136.216.108.238,1
[2026-07-03 10:08:30] NOTICE backup-host privilege escalation succeeded user=dbadmin from=user to=root method=exploit action=session_terminated,2
[2026-05-22 22:59:44] NOTICE vpn-gw01 user=svc_monitor action=file_upload path=/shared/docs status=success size=546KB src_ip=109.93.142.119,1
[2026-09-10 13:25:56] DEBUG vpn-gw01 user=analyst01 action=file_upload path=/shared/docs status=success size=390KB,0
[2026-01-11 22:36:38] NOTICE web-prod-01 user=guest action=sudo command=view_passwd_file status=denied,1
[2026-10-19 01:25:33] WARN web-prod-01 user=jsmith action=login status=failed attempt=245 src_ip=19.30.117.18 action_taken=ip_banned,2
[2026-10-13 20:36:15] WARN file-server-03 repeated password reset requests user=operator count=3 window=10m,1
[2026-08-09 23:59:59] DEBUG db-prod-02 user=webapp action=login status=failed attempt=66 src_ip=193.37.4.118 action_taken=ip_banned,0
[2026-04-08 11:41:40] INFO file-server-03 login from new geolocation user=mchen src_ip=18.169.160.170 status=success,1
[2026-01-02 14:38:11] WARN web-prod-01 SQL injection payload in request param='id' src_ip=187.27.50.16 action=blocked,2
[2026-10-01 08:11:26] DEBUG db-prod-02 user=svc_monitor action=password_change status=success src_ip=10.0.3.175,0
[2026-04-21 00:13:33] DEBUG file-server-03 user=webapp action=file_upload path=/shared/docs status=success size=834KB src_ip=109.141.22.1,1
[2026-06-12 15:50:23] DEBUG backup-host unauthorized admin account created user=backdoor_413 src_ip=149.135.19.28 action=account_disabled,2
[2026-06-23 13:26:09] ALERT app-node-07 user=svc_backup action=sudo command=systemctl_restart status=success,0
[2026-11-05 06:14:23] NOTICE app-node-07 SQL injection payload in request param='id' src_ip=76.222.80.117 action=blocked,2
[2026-03-18 10:43:49] INFO auth-svc malware signature detected file=/tmp/svc189.exe action=quarantined,2
[2026-03-18 11:20:46] NOTICE vpn-gw01 user=operator logged in from usual location src_ip=10.0.8.18 hour=16,0
[2026-03-28 05:40:51] ALERT app-node-07 user=deploy_bot action=file_upload path=/shared/docs status=success size=323KB,0
[2026-02-01 01:57:48] DEBUG auth-svc credential dump detected file=/tmp/hashes.txt user=svc_backup action=incident_created,2
[2026-05-15 10:22:32] INFO api-gateway DDoS traffic pattern requests_per_sec=7756 src_ips=198 action=mitigated,2
[2026-04-16 03:21:36] NOTICE vpn-gw01 user=jsmith action=password_change status=success src_ip=10.0.19.8,0
[2026-06-28 10:04:13] INFO file-server-03 unusual login time user=dbadmin hour=4 src_ip=10.0.8.64,1
[2026-05-07 23:11:26] INFO web-prod-01 larger than usual outbound transfer user=deploy_bot size=769MB dst_ip=202.160.223.156,1
[2026-10-06 23:37:47] ALERT web-prod-01 user=jsmith action=login status=success src_ip=221.50.25.167 attempt=3 note=eventually_succeeded,1
[2026-01-07 21:11:26] ALERT file-server-03 credential dump detected file=/tmp/hashes.txt user=jsmith action=incident_created,2
[2026-10-17 05:43:24] WARN auth-svc user=guest action=login status=failed attempt=1 src_ip=10.0.8.41 reason=typo,0
[2026-02-13 16:03:24] INFO api-gateway known C2 beacon src=149.135.19.28 dst_port=9001 action=blocked,2
[2026-06-19 21:41:52] DEBUG backup-host vpn session started user=svc_backup src_ip=10.0.1.188 duration=450m,0
[2026-12-02 12:23:28] DEBUG file-server-03 user=dbadmin action=file_access path=/etc/shadow status=denied src_ip=10.0.17.24,1
[2026-07-06 19:49:55] ALERT db-prod-02 brute force detected user=operator attempts=72 src_ip=179.237.25.143 action=blocked,2
[2026-10-23 11:13:24] DEBUG web-prod-01 multiple failed sudo attempts user=deploy_bot count=3,1
[2026-08-04 21:19:59] DEBUG api-gateway multiple failed sudo attempts user=operator count=3,1
[2026-11-23 21:01:44] WARN vpn-gw01 package update applied version=8.4.4 status=success,0
[2026-01-03 12:20:09] NOTICE app-node-07 DDoS traffic pattern requests_per_sec=11110 src_ips=1924 action=mitigated,2
[2026-11-17 21:02:02] INFO auth-svc repeated password reset requests user=mchen count=4 window=10m,1
[2026-06-28 18:27:28] ALERT api-gateway malware signature detected file=/tmp/svc338.exe action=quarantined,2
[2026-02-12 08:32:58] INFO backup-host repeated password reset requests user=guest count=3 window=10m,1
[2026-07-11 21:13:59] ALERT api-gateway user=mchen action=file_access path=/etc/shadow status=denied src_ip=10.0.8.238,1
[2026-01-14 18:08:36] NOTICE file-server-03 malware signature detected file=/tmp/tmp646.exe action=quarantined,2
[2026-11-12 23:35:34] WARN file-server-03 repeated password reset requests user=analyst01 count=5 window=10m,1
[2026-10-05 09:20:38] WARN mail-relay user=dbadmin action=file_upload path=/shared/docs status=success size=100KB,0
[2026-09-28 01:21:05] WARN backup-host user=svc_backup action=file_read path=/reports/q4.pdf status=success,0
[2026-09-07 00:05:34] INFO mail-relay SQL injection payload in request param='id' src_ip=149.135.19.28 action=blocked,2
[2026-02-20 12:34:47] NOTICE api-gateway privilege escalation succeeded user=webapp from=user to=root method=exploit action=session_terminated,2
[2026-01-25 03:21:31] DEBUG db-prod-02 data exfiltration confirmed size=3707MB dst_ip=64.62.233.35 action=connection_terminated,2
[2026-05-08 06:43:09] WARN app-node-07 data exfiltration confirmed size=5933MB dst_ip=64.62.233.35 action=connection_terminated,2
[2026-01-06 16:27:55] ALERT file-server-03 privilege escalation succeeded user=analyst01 from=user to=root method=exploit action=session_terminated,1
[2026-09-01 20:47:39] ALERT vpn-gw01 user=svc_monitor action=sudo command=view_passwd_file status=denied,1
[2026-10-23 21:09:42] NOTICE api-gateway ransomware signature matched files_changed=905 host_isolated=true,2
[2026-07-23 04:34:13] INFO vpn-gw01 user=deploy_bot action=file_upload path=/shared/docs status=success size=366KB,0
[2026-05-04 06:05:13] ALERT db-prod-02 DDoS traffic pattern requests_per_sec=38127 src_ips=1639 action=mitigated,1
[2026-01-10 13:11:49] WARN app-node-07 connection established src=10.0.3.93 dst_port=8080 protocol=TCP,0
[2026-04-13 13:29:21] WARN file-server-03 user=guest action=sudo command=systemctl_restart status=success,0
[2026-09-17 04:24:15] ALERT api-gateway user=dbadmin action=password_change status=success src_ip=10.0.20.215,0
[2026-11-22 19:28:02] ALERT auth-svc user=mchen action=login status=success src_ip=103.124.75.168 attempt=3 note=eventually_succeeded,1
[2026-12-21 15:38:39] WARN mail-relay user=jsmith action=login status=failed attempt=1 src_ip=10.0.2.57 reason=typo,0
[2026-02-16 06:32:07] NOTICE dns-primary user=guest logged in from usual location src_ip=10.0.1.188 hour=8,0
[2026-04-19 09:48:27] WARN vpn-gw01 DDoS traffic pattern requests_per_sec=38198 src_ips=4157 action=mitigated,2
[2026-10-17 14:48:17] ALERT file-server-03 known C2 beacon src=96.82.0.154 dst_port=31337 action=blocked,2
[2026-04-12 21:48:38] WARN api-gateway user=analyst01 action=file_upload path=/shared/docs status=success size=608KB src_ip=28.152.101.40,1
[2026-08-05 07:44:35] WARN app-node-07 unauthorized admin account created user=backdoor_647 src_ip=153.222.176.187 action=account_disabled,2
[2026-08-17 03:07:59] INFO mail-relay brute force detected user=jsmith attempts=166 src_ip=153.222.176.187 action=blocked,2
[2026-09-25 17:51:25] WARN app-node-07 connection src=193.121.85.105 dst_port=31337 flagged=uncommon_port status=allowed,1
[2026-04-27 03:10:38] NOTICE file-server-03 data exfiltration confirmed size=12547MB dst_ip=160.51.37.138 action=connection_terminated,2
[2026-09-24 07:36:28] DEBUG file-server-03 multiple failed sudo attempts user=mchen count=2,1
[2026-05-07 00:45:47] INFO backup-host user=svc_monitor action=password_change status=success src_ip=10.0.1.9,0
[2026-03-27 12:02:05] NOTICE vpn-gw01 user=dbadmin action=file_read path=/reports/q4.pdf status=success,0
[2026-06-24 12:48:43] NOTICE db-prod-02 user=operator action=login status=success src_ip=177.2.54.200 attempt=3 note=eventually_succeeded,1
[2026-06-24 20:24:57] DEBUG file-server-03 credential dump detected file=/tmp/hashes.txt user=dbadmin action=incident_created,2
[2026-02-14 12:06:09] WARN mail-relay user=guest action=file_access path=/etc/shadow status=denied src_ip=10.0.7.37,1
[2026-02-12 06:03:16] ALERT file-server-03 user=admin action=sudo command=disable_firewall status=success src_ip=128.202.234.37,2
[2026-11-14 03:10:50] WARN dns-primary vpn session started user=webapp src_ip=10.0.11.149 duration=202m,0
[2026-11-15 20:19:15] ALERT vpn-gw01 DDoS traffic pattern requests_per_sec=8752 src_ips=2607 action=mitigated,2
[2026-10-04 06:13:56] INFO api-gateway login from new geolocation user=admin src_ip=61.142.248.55 status=success,1
[2026-10-22 02:36:46] NOTICE backup-host user=root action=login status=failed attempt=4 src_ip=125.246.109.222,1
[2026-11-08 05:03:44] ALERT file-server-03 credential dump detected file=/tmp/hashes.txt user=root action=incident_created,2
[2026-05-13 01:06:34] ALERT auth-svc privilege escalation succeeded user=svc_backup from=user to=root method=exploit action=session_terminated,0
[2026-05-23 16:45:35] DEBUG backup-host user=operator action=sudo command=view_passwd_file status=denied,1
[2026-03-16 13:13:46] WARN web-prod-01 data exfiltration confirmed size=10727MB dst_ip=165.204.169.241 action=connection_terminated,2
[2026-10-05 03:20:04] DEBUG auth-svc user=webapp action=logout session_duration=6719s,0
[2026-04-18 18:59:06] ALERT app-node-07 port scan pattern src_ip=139.102.159.103 ports_probed=7,1
[2026-11-27 16:11:10] ALERT mail-relay multiple failed sudo attempts user=root count=2,1
[2026-04-26 09:08:17] WARN vpn-gw01 credential dump detected file=/tmp/hashes.txt user=admin action=incident_created,2
[2026-05-01 04:38:27] NOTICE auth-svc brute force detected user=analyst01 attempts=178 src_ip=175.127.52.91 action=blocked,2
[2026-10-24 07:03:59] ALERT api-gateway brute force detected user=deploy_bot attempts=133 src_ip=67.104.160.62 action=blocked,2
[2026-04-20 14:39:32] ALERT auth-svc DDoS traffic pattern requests_per_sec=11203 src_ips=4668 action=mitigated,2
[2026-04-27 03:40:35] INFO app-node-07 credential dump detected file=/tmp/hashes.txt user=svc_backup action=incident_created,2
[2026-05-15 02:44:03] WARN mail-relay user=webapp action=password_change status=success src_ip=10.0.17.77,0
[2026-08-22 03:11:53] ALERT app-node-07 user=webapp action=file_read path=/reports/q2.pdf status=success,0
[2026-05-17 18:30:19] WARN auth-svc unauthorized admin account created user=backdoor_340 src_ip=193.121.85.105 action=account_disabled,2
[2026-11-02 10:25:17] NOTICE db-prod-02 DDoS traffic pattern requests_per_sec=49897 src_ips=3524 action=mitigated,2
[2026-01-24 11:14:52] NOTICE web-prod-01 user=operator action=file_upload path=/shared/docs status=success size=469KB src_ip=151.117.112.2,2
[2026-07-22 05:44:36] INFO app-node-07 connection established src=10.0.6.173 dst_port=22 protocol=TCP,0
[2026-09-14 05:32:54] NOTICE auth-svc user=admin action=file_access path=/etc/shadow status=denied src_ip=10.0.17.109,1
[2026-05-20 22:33:12] DEBUG auth-svc user=svc_backup action=sudo command=view_passwd_file status=denied,1
[2026-04-21 15:20:36] ALERT backup-host DDoS traffic pattern requests_per_sec=17928 src_ips=1754 action=mitigated,2
[2026-03-23 16:55:33] INFO api-gateway connection established src=10.0.12.22 dst_port=445 protocol=TCP,1
[2026-12-02 02:20:07] ALERT api-gateway login from new geolocation user=analyst01 src_ip=141.228.81.191 status=success,1
[2026-01-10 19:44:51] DEBUG backup-host brute force detected user=svc_backup attempts=118 src_ip=86.210.127.69 action=blocked,2
[2026-01-18 15:03:24] NOTICE auth-svc user=webapp action=file_upload path=/shared/docs status=success size=759KB src_ip=68.202.67.172,1
[2026-10-21 19:54:02] INFO file-server-03 user=dbadmin action=file_upload path=/shared/docs status=success size=257KB,0
[2026-07-18 13:25:15] WARN app-node-07 user=webapp action=login status=failed attempt=1 src_ip=10.0.7.116 reason=typo,0
[2026-04-25 16:52:19] WARN backup-host unauthorized admin account created user=backdoor_754 src_ip=138.136.174.29 action=account_disabled,1
[2026-10-09 23:05:23] ALERT auth-svc connection established src=10.0.1.9 dst_port=8080 protocol=TCP,0
[2026-01-18 15:51:27] INFO auth-svc port scan pattern src_ip=80.209.167.104 ports_probed=6,1
[2026-06-13 17:06:16] WARN backup-host larger than usual outbound transfer user=svc_monitor size=653MB dst_ip=138.136.174.29,1
[2026-10-22 08:31:21] NOTICE app-node-07 user=operator action=file_upload path=/shared/docs status=success size=764KB src_ip=109.112.90.206,1
[2026-03-01 06:45:44] DEBUG dns-primary known C2 beacon src=165.204.169.241 dst_port=31337 action=blocked,2
[2026-02-27 04:46:35] ALERT app-node-07 vpn session started user=root src_ip=10.0.3.99 duration=288m,0
[2026-10-25 10:39:25] ALERT vpn-gw01 multiple failed sudo attempts user=webapp count=5,1
[2026-10-15 08:17:10] INFO api-gateway user=analyst01 action=login status=failed attempt=151 src_ip=41.216.32.99 action_taken=ip_banned,2
[2026-03-28 17:01:55] DEBUG db-prod-02 credential dump detected file=/tmp/hashes.txt user=webapp action=incident_created,2
[2026-04-01 18:21:16] ALERT backup-host user=mchen action=file_access path=/etc/shadow status=denied src_ip=10.0.3.99,1
[2026-03-25 23:25:35] NOTICE file-server-03 user=root action=sudo command=view_passwd_file status=denied,1
[2026-05-13 00:35:17] WARN auth-svc user=dbadmin action=file_upload path=/shared/docs status=success size=211KB,0
[2026-10-01 14:17:40] NOTICE auth-svc connection src=218.63.153.130 dst_port=8888 flagged=uncommon_port status=allowed,1
[2026-01-25 07:17:59] DEBUG web-prod-01 credential dump detected file=/tmp/hashes.txt user=deploy_bot action=incident_created,2
[2026-08-08 16:12:24] WARN dns-primary larger than usual outbound transfer user=deploy_bot size=465MB dst_ip=31.126.20.159,1
[2026-07-26 19:36:37] NOTICE backup-host user=svc_monitor action=file_upload path=/shared/docs status=success size=663KB src_ip=179.151.65.50,1
[2026-08-04 14:19:43] NOTICE mail-relay vpn session started user=root src_ip=10.0.7.116 duration=103m,0
[2026-11-21 03:49:12] NOTICE auth-svc known C2 beacon src=201.242.208.49 dst_port=31337 action=blocked,2
[2026-03-09 13:13:41] INFO web-prod-01 user=guest action=file_access path=/etc/shadow status=denied src_ip=10.0.7.116,1
[2026-11-16 03:14:45] WARN api-gateway connection established src=10.0.1.60 dst_port=3306 protocol=TCP,0
[2026-05-25 13:16:53] INFO mail-relay user=admin action=password_change status=success src_ip=10.0.19.164,0
[2026-08-14 17:28:08] DEBUG web-prod-01 larger than usual outbound transfer user=guest size=887MB dst_ip=73.80.224.214,1
[2026-11-07 06:13:39] ALERT file-server-03 user=deploy_bot action=sudo command=systemctl_restart status=success,0
[2026-03-28 09:00:21] INFO vpn-gw01 user=mchen logged in from usual location src_ip=10.0.17.77 hour=8,0
[2026-05-18 23:02:05] ALERT mail-relay vpn session started user=jsmith src_ip=10.0.11.156 duration=175m,0
[2026-02-03 17:19:40] DEBUG db-prod-02 user=root action=file_access path=/etc/shadow status=denied src_ip=10.0.20.215,1
[2026-10-13 20:36:56] NOTICE vpn-gw01 multiple failed sudo attempts user=analyst01 count=4,1
[2026-05-05 22:55:32] DEBUG db-prod-02 user=analyst01 action=sudo command=systemctl_restart status=success,0
[2026-12-16 05:38:14] ALERT web-prod-01 data exfiltration confirmed size=15445MB dst_ip=11.157.186.231 action=connection_terminated,2
[2026-07-01 12:59:58] ALERT vpn-gw01 connection established src=10.0.17.24 dst_port=3389 protocol=TCP,0
[2026-06-22 22:21:38] WARN dns-primary malware signature detected file=/tmp/tmp381.exe action=quarantined,2
[2026-08-24 09:41:26] WARN web-prod-01 user=svc_backup action=login status=success src_ip=76.111.29.149 attempt=3 note=eventually_succeeded,1
[2026-12-26 19:14:59] NOTICE mail-relay repeated password reset requests user=mchen count=5 window=10m,1
[2026-08-17 15:24:48] DEBUG dns-primary user=deploy_bot action=file_access path=/etc/shadow status=denied src_ip=10.0.7.223,1
[2026-07-23 17:15:45] ALERT db-prod-02 user=dbadmin action=sudo command=view_passwd_file status=denied,1
[2026-04-04 08:41:36] NOTICE app-node-07 larger than usual outbound transfer user=guest size=839MB dst_ip=76.222.80.117,1
[2026-03-27 03:25:37] INFO app-node-07 ransomware signature matched files_changed=4985 host_isolated=true,2
[2026-02-05 21:32:40] DEBUG dns-primary user=operator action=sudo command=disable_firewall status=success src_ip=106.12.91.189,2
[2026-10-12 23:18:23] DEBUG file-server-03 ransomware signature matched files_changed=4174 host_isolated=true,2
[2026-10-21 12:21:36] DEBUG backup-host multiple failed sudo attempts user=guest count=5,1
[2026-08-12 11:28:48] INFO backup-host user=svc_backup action=file_upload path=/shared/docs status=success size=281KB,0
[2026-01-15 01:13:01] DEBUG dns-primary known C2 beacon src=150.204.185.57 dst_port=1337 action=blocked,2
[2026-07-19 09:17:15] DEBUG db-prod-02 connection src=153.222.176.187 dst_port=8888 flagged=uncommon_port status=allowed,1
[2026-05-11 21:05:09] INFO auth-svc DDoS traffic pattern requests_per_sec=49636 src_ips=1404 action=mitigated,2
[2026-02-10 07:31:56] NOTICE app-node-07 repeated password reset requests user=operator count=4 window=10m,1
[2026-09-03 23:46:06] ALERT api-gateway scheduled backup job completed duration=497s,0
[2026-09-18 09:49:17] NOTICE backup-host DDoS traffic pattern requests_per_sec=7204 src_ips=4881 action=mitigated,2
[2026-05-28 22:28:55] NOTICE dns-primary scheduled backup job completed duration=249s,0
[2026-12-01 14:30:52] INFO vpn-gw01 multiple failed sudo attempts user=webapp count=2,1
[2026-02-10 18:57:35] INFO auth-svc unauthorized admin account created user=backdoor_466 src_ip=61.142.248.55 action=account_disabled,2
[2026-12-24 01:42:36] DEBUG dns-primary unauthorized admin account created user=backdoor_963 src_ip=19.30.117.18 action=account_disabled,2
[2026-12-14 21:47:57] DEBUG vpn-gw01 user=webapp action=file_upload path=/shared/docs status=success size=16KB,0
[2026-12-06 10:35:00] INFO db-prod-02 user=admin action=file_upload path=/shared/docs status=success size=220KB,0
[2026-01-24 14:37:39] WARN api-gateway known C2 beacon src=146.161.108.168 dst_port=9001 action=blocked,2
[2026-11-04 12:31:42] ALERT vpn-gw01 brute force detected user=operator attempts=194 src_ip=133.231.61.64 action=blocked,2
[2026-09-27 04:22:18] NOTICE dns-primary user=admin action=login status=success src_ip=10.0.6.173 attempt=1,0
[2026-02-08 23:32:00] INFO web-prod-01 vpn session started user=root src_ip=10.0.8.64 duration=271m,0
[2026-06-01 07:52:18] ALERT app-node-07 multiple failed sudo attempts user=analyst01 count=4,1
[2026-11-20 01:38:28] WARN dns-primary user=root action=sudo command=systemctl_restart status=success,0
